epoch,accuracy,f1,loss,val_accuracy,val_f1,val_loss
0,0.5868498682975769,0.5879259705543518,1.1157872676849365,0.6632652878761292,0.6428570747375488,0.5049546360969543
1,0.6496565341949463,0.6499477624893188,0.8277440667152405,0.831632673740387,0.8526784777641296,0.3671019673347473
2,0.6594700813293457,0.6591836810112,0.801688015460968,0.8367347121238708,0.8258928060531616,0.3925102651119232
3,0.6712462902069092,0.6707789301872253,0.7049264907836914,0.7755101919174194,0.741071343421936,0.4439566135406494
4,0.7026496529579163,0.7031381726264954,0.6636285781860352,0.6326530575752258,0.616071343421936,0.6973678469657898
5,0.7105004787445068,0.7106887102127075,0.6691998839378357,0.6020408272743225,0.589285671710968,0.9298298954963684
6,0.7144259214401245,0.7137895822525024,0.6654939651489258,0.5918367505073547,0.5803570747375488,0.8775617480278015
7,0.7487733364105225,0.7492161989212036,0.5703001022338867,0.5918367505073547,0.5803570747375488,1.040968418121338
8,0.7634935975074768,0.7633396983146667,0.5633304119110107,0.581632673740387,0.5714285373687744,1.1058882474899292
9,0.7615309357643127,0.7611150145530701,0.5886708498001099,0.581632673740387,0.5714285373687744,1.1341633796691895
10,0.7625122666358948,0.7622272968292236,0.5426632165908813,0.5867347121238708,0.5758928060531616,1.0944912433624268
11,0.7674190402030945,0.7675194144248962,0.5235884785652161,0.581632673740387,0.5714285373687744,1.1658622026443481
12,0.7998037338256836,0.7996426820755005,0.48954567313194275,0.5765306353569031,0.5669642686843872,1.1845954656600952
13,0.7576054930686951,0.757609486579895,0.5278210639953613,0.5765306353569031,0.5669642686843872,1.1640446186065674
14,0.7654563188552856,0.7655643820762634,0.5185956954956055,0.581632673740387,0.5714285373687744,1.1480534076690674
15,0.7870461344718933,0.787339448928833,0.5046333074569702,0.581632673740387,0.5714285373687744,1.1341289281845093
16,0.8086358904838562,0.8087099194526672,0.45894914865493774,0.581632673740387,0.5714285373687744,1.0915945768356323
17,0.7909715175628662,0.7908450365066528,0.492814838886261,0.581632673740387,0.5714285373687744,1.0815949440002441
18,0.7968596816062927,0.7969797253608704,0.47290247678756714,0.581632673740387,0.5714285373687744,1.0691534280776978
19,0.7890088558197021,0.7890248894691467,0.4964691996574402,0.581632673740387,0.5714285373687744,1.0570696592330933
20,0.7890088558197021,0.7892944812774658,0.490485280752182,0.581632673740387,0.5714285373687744,1.0530422925949097
21,0.7831206917762756,0.7834293842315674,0.5026371479034424,0.581632673740387,0.5714285373687744,1.0527534484863281
