epoch,accuracy,f1,loss,val_accuracy,val_f1,val_loss
0,0.4769381880760193,0.476826012134552,1.3207664489746094,0.7346938848495483,0.7366070747375488,0.5533556342124939
1,0.5505397319793701,0.5506792664527893,1.1498780250549316,0.8469387888908386,0.866071343421936,0.4735158383846283
2,0.6054955720901489,0.6056897640228271,0.9830559492111206,0.8418367505073547,0.8616070747375488,0.4688134789466858
3,0.6035328507423401,0.6037348508834839,1.0233349800109863,0.8520408272743225,0.870535671710968,0.480773389339447
4,0.6359175443649292,0.6354535222053528,0.9337422847747803,0.8826530575752258,0.897321343421936,0.49594277143478394
5,0.6388616561889648,0.6389254331588745,0.9846707582473755,0.8826530575752258,0.897321343421936,0.5132389068603516
6,0.6741904020309448,0.6743857264518738,0.925649106502533,0.8826530575752258,0.897321343421936,0.5235503315925598
7,0.6506378650665283,0.651060163974762,0.9050973653793335,0.8571428656578064,0.8749999403953552,0.5360852479934692
8,0.6535819172859192,0.6529139876365662,0.8212993741035461,0.8520408272743225,0.870535671710968,0.5431571006774902
9,0.655544638633728,0.6555431485176086,0.9119547009468079,0.831632673740387,0.8526784777641296,0.5410035848617554
10,0.6800785064697266,0.6799810528755188,0.8441721200942993,0.8418367505073547,0.8616070747375488,0.5350019335746765
11,0.673209011554718,0.6728688478469849,0.8329448103904724,0.8469387888908386,0.866071343421936,0.5406635999679565
12,0.6947988271713257,0.6945090293884277,0.8223691582679749,0.8673469424247742,0.8839284777641296,0.5302939414978027
13,0.6604514122009277,0.6601611971855164,0.8378316760063171,0.8622449040412903,0.8794642090797424,0.5301158428192139
14,0.6702649593353271,0.6706104874610901,0.8205494284629822,0.8673469424247742,0.8839284777641296,0.5329670310020447
15,0.689892053604126,0.6909698247909546,0.814863383769989,0.8673469424247742,0.8839284777641296,0.533811092376709
16,0.6849852800369263,0.6848686933517456,0.8292099237442017,0.8673469424247742,0.8839284777641296,0.5357595086097717
17,0.7134445309638977,0.7136212587356567,0.7131150960922241,0.8469387888908386,0.866071343421936,0.5383893251419067
18,0.6781157851219177,0.677621603012085,0.816434383392334,0.8571428656578064,0.8749999403953552,0.5387648344039917
19,0.6869480013847351,0.6869586110115051,0.8102481365203857,0.8622449040412903,0.8794642090797424,0.5380382537841797
20,0.6673209071159363,0.6675430536270142,0.837424635887146,0.8622449040412903,0.8794642090797424,0.5372579097747803
21,0.6947988271713257,0.695048451423645,0.733132541179657,0.8622449040412903,0.8794642090797424,0.5377824902534485
22,0.6879293322563171,0.6880709528923035,0.8694104552268982,0.8622449040412903,0.8794642090797424,0.5379044413566589
