epoch,accuracy,f1,loss,val_accuracy,val_f1,val_loss
0,0.49442756175994873,0.49473562836647034,1.2153420448303223,0.5051020383834839,0.4732142388820648,0.6885010004043579
1,0.5157041549682617,0.5153449773788452,1.148006796836853,0.5918367505073547,0.5491071343421936,0.6726106405258179
2,0.5167173147201538,0.5167263150215149,1.106013536453247,0.6020408272743225,0.6517857313156128,0.6711713075637817
3,0.5329280495643616,0.5324820280075073,1.0415198802947998,0.6428571343421936,0.6249999403953552,0.6423996090888977
4,0.5501520037651062,0.550179123878479,1.0089409351348877,0.7091836929321289,0.745535671710968,0.6125664114952087
5,0.5734549164772034,0.5735512971878052,1.0050253868103027,0.7244898080825806,0.7589284777641296,0.5791256427764893
6,0.588652491569519,0.5873655676841736,0.8695421814918518,0.7295918464660645,0.7321428060531616,0.5621272325515747
7,0.5947315096855164,0.5937873125076294,0.9467658996582031,0.704081654548645,0.741071343421936,0.5534676313400269
8,0.5987842082977295,0.5991263389587402,0.8633335828781128,0.7193877696990967,0.6919642090797424,0.5491272211074829
9,0.6271529793739319,0.6273521184921265,0.8106372356414795,0.7397959232330322,0.741071343421936,0.5386534333229065
10,0.6180344223976135,0.6175327897071838,0.8335634469985962,0.7346938848495483,0.7366070747375488,0.5174942016601562
11,0.6291793584823608,0.6291815638542175,0.7626093626022339,0.7704081535339355,0.7366070747375488,0.49228236079216003
12,0.6433637142181396,0.6434811353683472,0.7535731196403503,0.7806122303009033,0.745535671710968,0.46557262539863586
13,0.6585612893104553,0.658788800239563,0.7695490121841431,0.795918345451355,0.7901784777641296,0.4433269202709198
14,0.6271529793739319,0.6269787549972534,0.8039885759353638,0.795918345451355,0.6964284777641296,0.4308873414993286
15,0.6484295725822449,0.6481480598449707,0.7207635045051575,0.8061224222183228,0.8303570747375488,0.41011539101600647
16,0.6818642616271973,0.6817876100540161,0.7181688547134399,0.8163265585899353,0.808035671710968,0.3985416293144226
17,0.6909827589988708,0.6914201974868774,0.6760302186012268,0.8265306353569031,0.8169642090797424,0.38014987111091614
18,0.698074996471405,0.6975432634353638,0.6765677332878113,0.8367347121238708,0.8571428060531616,0.35511234402656555
19,0.6808510422706604,0.6813395619392395,0.7263925671577454,0.831632673740387,0.8526784777641296,0.3477260172367096
20,0.7142857313156128,0.7146056890487671,0.6656208038330078,0.831632673740387,0.8526784777641296,0.35506945848464966
21,0.716312050819397,0.7162484526634216,0.629590630531311,0.8418367505073547,0.8616070747375488,0.3555362820625305
22,0.6919959187507629,0.6926149725914001,0.6896858811378479,0.8673469424247742,0.8526784777641296,0.3486976623535156
23,0.7112461924552917,0.7115814685821533,0.6335327625274658,0.8571428656578064,0.8124999403953552,0.3536331057548523
24,0.7213779091835022,0.7218488454818726,0.5941564440727234,0.8622449040412903,0.8794642090797424,0.3488836884498596
25,0.7183383703231812,0.718451201915741,0.6183008551597595,0.8673469424247742,0.8839284777641296,0.3610854744911194
26,0.7173252105712891,0.7165098786354065,0.6371301412582397,0.8673469424247742,0.8526784777641296,0.3585509955883026
27,0.738601803779602,0.7389858961105347,0.5988097190856934,0.8724489808082581,0.8883928060531616,0.35144510865211487
28,0.7416413426399231,0.7412633299827576,0.5549047589302063,0.8673469424247742,0.8839284777641296,0.32334840297698975
29,0.7315096259117126,0.7309960126876831,0.6342602372169495,0.8673469424247742,0.8839284777641296,0.30446919798851013
30,0.7173252105712891,0.7168831825256348,0.6026101112365723,0.8775510191917419,0.8928570747375488,0.3055684566497803
31,0.7446808218955994,0.7442875504493713,0.5439671874046326,0.8826530575752258,0.897321343421936,0.30270373821258545
32,0.7365754842758179,0.7354763746261597,0.5994967222213745,0.8877550959587097,0.870535671710968,0.29221078753471375
33,0.7608916163444519,0.7607899308204651,0.5612186789512634,0.8928571343421936,0.9062499403953552,0.28107595443725586
34,0.7752016186714172,0.7752015590667725,0.5113707184791565,0.8928571343421936,0.9062499403953552,0.28278374671936035
35,0.7700101137161255,0.7698625922203064,0.5114603638648987,0.8928571343421936,0.8749999403953552,0.30257490277290344
