epoch,accuracy,f1,loss,val_accuracy,val_f1,val_loss
0,0.5466143488883972,0.5460948944091797,1.0512654781341553,0.6479591727256775,0.6607142090797424,0.6276126503944397
1,0.552502453327179,0.5524994134902954,0.9967440962791443,0.7653061151504517,0.7946428060531616,0.5782307386398315
2,0.5868498682975769,0.5875214338302612,0.9159125685691833,0.7244898080825806,0.7589284777641296,0.5855982899665833
3,0.6339548826217651,0.6341724991798401,0.828370988368988,0.8010203838348389,0.8258928060531616,0.5428801774978638
4,0.6290481090545654,0.6288804411888123,0.7625529170036316,0.831632673740387,0.8526784777641296,0.5117793083190918
5,0.6653581857681274,0.66585773229599,0.7543257474899292,0.8520408272743225,0.870535671710968,0.48768118023872375
6,0.6673209071159363,0.6670037508010864,0.7474340200424194,0.8367347121238708,0.8571428060531616,0.4691210687160492
7,0.6486751437187195,0.6485658288002014,0.7412513494491577,0.8367347121238708,0.8571428060531616,0.4601325988769531
8,0.6614328026771545,0.661138653755188,0.7360613346099854,0.8520408272743225,0.870535671710968,0.45803502202033997
9,0.6928361058235168,0.6926888227462769,0.6795403957366943,0.8622449040412903,0.8794642090797424,0.43471628427505493
10,0.6771344542503357,0.6773183941841125,0.7046653032302856,0.8724489808082581,0.8883928060531616,0.42984363436698914
11,0.690873384475708,0.6905990242958069,0.6705965995788574,0.8724489808082581,0.8883928060531616,0.42532309889793396
12,0.7065750956535339,0.706913411617279,0.6502847671508789,0.8673469424247742,0.8839284777641296,0.4393426179885864
13,0.7124632000923157,0.7129132747650146,0.6463392972946167,0.8673469424247742,0.8839284777641296,0.42735111713409424
14,0.7271835207939148,0.7270368337631226,0.6066659688949585,0.8724489808082581,0.8883928656578064,0.40448641777038574
15,0.7458292245864868,0.7457444071769714,0.5371595621109009,0.8979591727256775,0.9107142686843872,0.39118191599845886
16,0.7301275730133057,0.7301041483879089,0.5894855856895447,0.8928571343421936,0.90625,0.40274783968925476
17,0.7684003710746765,0.7684970498085022,0.5401248931884766,0.8826530575752258,0.8973214030265808,0.39609161019325256
18,0.7379783987998962,0.737789511680603,0.5747708678245544,0.8826530575752258,0.8973214030265808,0.40025395154953003
19,0.7458292245864868,0.7454747557640076,0.5989129543304443,0.8826530575752258,0.8973214030265808,0.41464313864707947
20,0.7625122666358948,0.7622273564338684,0.5566932559013367,0.8826530575752258,0.8973214030265808,0.3980293571949005
21,0.7507359981536865,0.7509016990661621,0.5542736053466797,0.8724489808082581,0.8883928656578064,0.391084760427475
22,0.7605495452880859,0.7609465718269348,0.5541563034057617,0.8775510191917419,0.8928571343421936,0.37453609704971313
23,0.7644749879837036,0.7645869851112366,0.5290045142173767,0.8826530575752258,0.8973214030265808,0.3733196258544922
24,0.7752698659896851,0.7750698328018188,0.516652524471283,0.8775510191917419,0.8928571343421936,0.3671610951423645
25,0.7841020822525024,0.7835978269577026,0.4980267286300659,0.8775510191917419,0.8928571343421936,0.35691404342651367
26,0.7860647439956665,0.786092221736908,0.49642693996429443,0.8877550959587097,0.9017857313156128,0.33887791633605957
27,0.7762512564659119,0.7764519453048706,0.4897555112838745,0.9030612111091614,0.9151785969734192,0.3252783715724945
28,0.8066732287406921,0.8067548274993896,0.47396767139434814,0.8877550959587097,0.9017857313156128,0.3411913812160492
29,0.7860647439956665,0.7858226299285889,0.485853910446167,0.8826530575752258,0.897321343421936,0.3581863045692444
30,0.7998037338256836,0.7995077967643738,0.4692797362804413,0.8826530575752258,0.8973214030265808,0.3513610363006592
31,0.7998037338256836,0.8000470995903015,0.4360816776752472,0.8928571343421936,0.90625,0.3337070047855377
32,0.7664377093315125,0.7664071321487427,0.5073500275611877,0.8826530575752258,0.897321343421936,0.32750535011291504
33,0.8047105073928833,0.8046650886535645,0.4845409095287323,0.8877550959587097,0.9017857313156128,0.33891528844833374
34,0.7978410124778748,0.7978224158287048,0.46389907598495483,0.8826530575752258,0.897321343421936,0.341330349445343
35,0.8056918382644653,0.805372953414917,0.46091145277023315,0.8826530575752258,0.897321343421936,0.34303179383277893
36,0.8194308280944824,0.8191930055618286,0.4685524106025696,0.8877550959587097,0.901785671710968,0.3332538902759552
37,0.8086358904838562,0.808170735836029,0.48512622714042664,0.8877550959587097,0.901785671710968,0.31980571150779724
38,0.8115800023078918,0.8112379908561707,0.4363871216773987,0.8877550959587097,0.901785671710968,0.3118783235549927
39,0.8292443752288818,0.828833281993866,0.42511558532714844,0.8877550959587097,0.901785671710968,0.3159581124782562
40,0.8037291169166565,0.8040919899940491,0.4508410692214966,0.8877550959587097,0.901785671710968,0.3311951756477356
41,0.809617280960083,0.8099571466445923,0.4340514838695526,0.8520408272743225,0.839285671710968,0.4096660912036896
42,0.8420019745826721,0.8419455289840698,0.40060824155807495,0.8826530575752258,0.897321343421936,0.3664332330226898
43,0.8233562111854553,0.8232378959655762,0.4306735396385193,0.8724489808082581,0.8883928060531616,0.36557042598724365
44,0.8380765318870544,0.8380354642868042,0.41325560212135315,0.8877550959587097,0.901785671710968,0.3584568500518799
45,0.8194308280944824,0.8191930055618286,0.4338413178920746,0.8826530575752258,0.897321343421936,0.34415045380592346
46,0.8243376016616821,0.8240805864334106,0.40100952982902527,0.8826530575752258,0.897321343421936,0.333005428314209
47,0.8321884274482727,0.8317658305168152,0.40479564666748047,0.8775510191917419,0.8928570747375488,0.3512780964374542
48,0.8302257061004639,0.8300804495811462,0.3916037976741791,0.8673469424247742,0.8839284777641296,0.3551189601421356
49,0.843964695930481,0.8441700339317322,0.3718726634979248,0.8622449040412903,0.8794642090797424,0.36253422498703003
50,0.8321884274482727,0.8313612937927246,0.4181060194969177,0.8673469424247742,0.8839284777641296,0.3609675168991089
51,0.8302257061004639,0.8300803899765015,0.4082777500152588,0.8775510191917419,0.8928570747375488,0.3588849604129791
52,0.8253189325332642,0.8253276944160461,0.39164793491363525,0.8775510191917419,0.8928570747375488,0.35769855976104736
53,0.828262984752655,0.8285298943519592,0.39469537138938904,0.8775510191917419,0.8928570747375488,0.3567892611026764
54,0.8243376016616821,0.8247546553611755,0.4172287583351135,0.8775510191917419,0.8928570747375488,0.35658276081085205
55,0.8380765318870544,0.8377658724784851,0.3866630494594574,0.8775510191917419,0.8928570747375488,0.3553480803966522
56,0.8567222952842712,0.856877863407135,0.35382145643234253,0.8775510191917419,0.8928570747375488,0.35737815499305725
57,0.8429833054542542,0.8430579304695129,0.3749026954174042,0.8775510191917419,0.8928570747375488,0.35741275548934937
58,0.844946026802063,0.845012903213501,0.37011054158210754,0.8826530575752258,0.897321343421936,0.35724449157714844
